timestamp,hostname,process,pid,message
01/02/2004 12:29,combo,systemd,3,rsyslog.service: Sent signal SIGHUP to main process 705 (rsyslogd) on client request.
01/02/2004 12:29,combo,systemd,3,logrotate.service: Deactivated successfully.
01/02/2004 12:29,combo,systemd,3,Finished Rotate log files.
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5757] device (enp0s8): carrier: link connected
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5759] device (enp0s8): ip:dhcp4: restarting
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5919] dhcp4 (enp0s8): canceled DHCP transaction
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5919] dhcp4 (enp0s8): activation: beginning transaction (timeout in 45 seconds)
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5919] dhcp4 (enp0s8): state changed no lease
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5920] dhcp4 (enp0s8): activation: beginning transaction (timeout in 45 seconds)
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5925] device (enp0s8): ip:dhcp6: restarting
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5927] dhcp6 (enp0s8): canceled DHCP transaction
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5928] dhcp6 (enp0s8): activation: beginning transaction (timeout in 45 seconds)
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5932] device (enp0s3): carrier: link connected
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.5932] device (enp0s3): ip:dhcp4: restarting
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.6077] dhcp4 (enp0s3): canceled DHCP transaction
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.6077] dhcp4 (enp0s3): activation: beginning transaction (timeout in 45 seconds)
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.6077] dhcp4 (enp0s3): state changed no lease
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020983.6078] dhcp4 (enp0s3): activation: beginning transaction (timeout in 45 seconds)
01/02/2004 12:29,combo,systemd,3,apt-daily-upgrade.service: Deactivated successfully.
01/02/2004 12:29,combo,systemd,3,Finished Daily apt upgrade and clean activities.
01/02/2004 12:29,combo,systemd,3,apt-daily-upgrade.service: Consumed 2.582s CPU time.
01/02/2004 12:29,combo,NetworkManager,3,"<info>  [1707020984.2451] dhcp4 (enp0s8): state changed new lease, address=192.168.1.36"
01/02/2004 12:29,combo,dbus-daemon,3,"[system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service' requested by ':1.7' (uid=0 pid=691 comm=""/usr/sbin/NetworkManager --no-daemon "" label=""unconfined"")"
01/02/2004 12:29,combo,systemd,3,Starting Network Manager Script Dispatcher Service...
01/02/2004 12:29,combo,dbus-daemon,3,[system] Successfully activated service 'org.freedesktop.nm_dispatcher'
01/02/2004 12:29,combo,systemd,3,Started Network Manager Script Dispatcher Service.
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020991.4488] device (enp0s3): carrier: link connected
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020991.4489] device (enp0s3): ip:dhcp4: restarting
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020991.4635] dhcp4 (enp0s3): canceled DHCP transaction
01/02/2004 12:29,combo,NetworkManager,3,<info>  [1707020991.4636] dhcp4 (enp0s3): activation: beginning transaction (timeout in 45 seconds)
