timestamp,hostname,process,pid,message
2/4/2024 12:29,combo,systemd,7,rsyslog.service: Sent signal SIGHUP to main process 705 (rsyslogd) on client request.
2/4/2024 12:29,combo,systemd,7,logrotate.service: Deactivated successfully.
2/4/2024 12:29,combo,systemd,7,Finished Rotate log files.
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5757] device (enp0s8): carrier: link connected
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5759] device (enp0s8): ip:dhcp4: restarting
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5919] dhcp4 (enp0s8): canceled DHCP transaction
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5919] dhcp4 (enp0s8): activation: beginning transaction (timeout in 45 seconds)
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5919] dhcp4 (enp0s8): state changed no lease
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5920] dhcp4 (enp0s8): activation: beginning transaction (timeout in 45 seconds)
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5925] device (enp0s8): ip:dhcp6: restarting
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5927] dhcp6 (enp0s8): canceled DHCP transaction
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5928] dhcp6 (enp0s8): activation: beginning transaction (timeout in 45 seconds)
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5932] device (enp0s3): carrier: link connected
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.5932] device (enp0s3): ip:dhcp4: restarting
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.6077] dhcp4 (enp0s3): canceled DHCP transaction
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.6077] dhcp4 (enp0s3): activation: beginning transaction (timeout in 45 seconds)
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.6077] dhcp4 (enp0s3): state changed no lease
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020983.6078] dhcp4 (enp0s3): activation: beginning transaction (timeout in 45 seconds)
2/4/2024 12:29,combo,systemd,7,apt-daily-upgrade.service: Deactivated successfully.
2/4/2024 12:29,combo,systemd,7,Finished Daily apt upgrade and clean activities.
2/4/2024 12:29,combo,systemd,7,apt-daily-upgrade.service: Consumed 2.582s CPU time.
2/4/2024 12:29,combo,NetworkManager,7,"<info>  [1707020984.2451] dhcp4 (enp0s8): state changed new lease, address=192.168.1.36"
2/4/2024 12:29,combo,dbus-daemon,7,"[system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service' requested by ':1.7' (uid=0 pid=691 comm=""/usr/sbin/NetworkManager --no-daemon "" label=""unconfined"")"
2/4/2024 12:29,combo,systemd,7,Starting Network Manager Script Dispatcher Service...
2/4/2024 12:29,combo,dbus-daemon,7,[system] Successfully activated service 'org.freedesktop.nm_dispatcher'
2/4/2024 12:29,combo,systemd,7,Started Network Manager Script Dispatcher Service.
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020991.4488] device (enp0s3): carrier: link connected
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020991.4489] device (enp0s3): ip:dhcp4: restarting
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020991.4635] dhcp4 (enp0s3): canceled DHCP transaction
2/4/2024 12:29,combo,NetworkManager,7,<info>  [1707020991.4636] dhcp4 (enp0s3): activation: beginning transaction (timeout in 45 seconds)
2/4/2024 12:29,combo,NetworkManager,7,"<info>  [1707020991.4672] dhcp4 (enp0s3): state changed new lease, address=10.0.2.15"
2/4/2024 12:30,combo,systemd,7,NetworkManager-dispatcher.service: Deactivated successfully.
2/4/2024 12:30,combo,CRON,7,(root) CMD ([ -x /etc/init.d/anacron ] && if [ ! -d /run/systemd/system ]; then /usr/sbin/invoke-rc.d anacron start >/dev/null; fi)
2/4/2024 12:30,combo,ubuntu-report,7,"level=error msg=""data were not delivered successfully to metrics server, retrying in 1800s"""
2/4/2024 12:31,combo,snapd,7,"storehelpers.go:791: cannot refresh: snap has no updates available: ""bare"", ""core20"", ""core22"", ""firefox"", ""gnome-3-38-2004"", ""gnome-42-2204"", ""gtk-common-themes"", ""snap-store"", ""snapd"", ""snapd-desktop-integration"""
2/4/2024 12:34,combo,anacron,7,Job `cron.daily' started
2/4/2024 12:34,combo,anacron,7,Updated timestamp for job `cron.daily' to 2024-02-04
2/4/2024 12:34,combo,anacron,7,Job `cron.daily' terminated
2/4/2024 12:34,combo,anacron,7,Normal exit (1 job run)
2/4/2024 12:34,combo,systemd,7,anacron.service: Deactivated successfully.
2/4/2024 12:34,combo,systemd,7,Started Run anacron jobs.
2/4/2024 12:34,combo,anacron,7,Anacron 2.3 started on 2024-02-04
2/4/2024 12:34,combo,anacron,7,Normal exit (0 jobs run)
2/4/2024 12:34,combo,systemd,7,anacron.service: Deactivated successfully.
2/4/2024 12:49,combo,systemd,7,Starting Daily apt download activities...
2/4/2024 12:49,combo,systemd,7,Starting Update APT News...
2/4/2024 12:49,combo,systemd,7,Starting Update the local ESM caches...
2/4/2024 12:49,combo,systemd,7,apt-news.service: Deactivated successfully.
2/4/2024 12:49,combo,systemd,7,Finished Update APT News.
2/4/2024 12:49,combo,systemd,7,esm-cache.service: Deactivated successfully.
2/4/2024 12:49,combo,systemd,7,Finished Update the local ESM caches.
2/4/2024 12:49,combo,systemd,7,apt-daily.service: Deactivated successfully.
2/4/2024 12:49,combo,systemd,7,Finished Daily apt download activities.
2/4/2024 12:49,combo,systemd,7,apt-daily.service: Consumed 6.611s CPU time.
2/4/2024 12:58,combo,systemd,7,Starting Update APT News...
2/4/2024 12:58,combo,systemd,7,Starting Update the local ESM caches...
2/4/2024 12:58,combo,systemd,7,apt-news.service: Deactivated successfully.
2/4/2024 12:58,combo,systemd,7,Finished Update APT News.
2/4/2024 12:58,combo,systemd,7,esm-cache.service: Deactivated successfully.
2/4/2024 12:58,combo,systemd,7,Finished Update the local ESM caches.
2/4/2024 12:58,combo,snapd,7,"storehelpers.go:791: cannot refresh: snap has no updates available: ""bare"", ""core20"", ""core22"", ""firefox"", ""gnome-3-38-2004"", ""gnome-42-2204"", ""gtk-common-themes"", ""snap-store"", ""snapd"", ""snapd-desktop-integration"""
2/4/2024 13:00,combo,ubuntu-report,7,"level=error msg=""data were not delivered successfully to metrics server, retrying in 1800s"""
2/4/2024 13:12,combo,dbus-daemon,7,"[system] Activating via systemd: service name='net.reactivated.Fprint' unit='fprintd.service' requested by ':1.82' (uid=1000 pid=1928 comm=""/usr/bin/gnome-shell "" label=""unconfined"")"
2/4/2024 13:12,combo,systemd,7,Starting Fingerprint Authentication Daemon...
2/4/2024 13:12,combo,dbus-daemon,7,[system] Successfully activated service 'net.reactivated.Fprint'
2/4/2024 13:12,combo,systemd,7,Started Fingerprint Authentication Daemon.
2/4/2024 13:12,combo,gnome-shell,7,JS ERROR: Failed to initialize fprintd service: Gio.IOErrorEnum: GDBus.Error:net.reactivated.Fprint.Error.NoSuchDevice: No devices available#012asyncCallback@resource:///org/gnome/gjs/modules/core/overrides/Gio.js:114:23
2/4/2024 13:12,combo,systemd,7,fprintd.service: Deactivated successfully.
2/4/2024 13:17,combo,CRON,7,(root) CMD (   cd / && run-parts --report /etc/cron.hourly)
2/4/2024 13:27,combo,gnome-shell,7,Failed to store clipboard: Format UTF8_STRING not supported
2/4/2024 13:30,combo,CRON,7,(root) CMD ([ -x /etc/init.d/anacron ] && if [ ! -d /run/systemd/system ]; then /usr/sbin/invoke-rc.d anacron start >/dev/null; fi)
2/4/2024 13:31,combo,ubuntu-report,7,"level=error msg=""data were not delivered successfully to metrics server, retrying in 1800s"""
2/4/2024 13:34,combo,systemd,7,Started Run anacron jobs.
2/4/2024 13:34,combo,anacron,7,Anacron 2.3 started on 2024-02-04
2/4/2024 13:34,combo,anacron,7,Normal exit (0 jobs run)
2/4/2024 13:34,combo,systemd,7,anacron.service: Deactivated successfully.
2/4/2024 14:03,combo,systemd,7,Finished Remount Root and Kernel File Systems.
2/4/2024 14:03,combo,systemd,7,Mounted FUSE Control File System.
2/4/2024 14:03,combo,systemd,7,Mounted Kernel Configuration File System.
2/4/2024 14:03,combo,systemd,7,Activating swap /swapfile...
2/4/2024 14:03,combo,systemd,7,Condition check resulted in VMware vmblock fuse mount being skipped.
2/4/2024 14:03,combo,systemd,7,Starting Flush Journal to Persistent Storage...
2/4/2024 14:03,combo,systemd,7,Condition check resulted in Platform Persistent Storage Archival being skipped.
2/4/2024 14:03,combo,systemd,7,Starting Load/Save Random Seed...
2/4/2024 14:03,combo,systemd,7,Starting Create System Users...
2/4/2024 14:03,combo,systemd,7,Activated swap /swapfile.
2/4/2024 14:03,combo,systemd,7,Reached target Swaps.
2/4/2024 14:03,combo,systemd,7,modprobe@drm.service: Deactivated successfully.
2/4/2024 14:03,combo,systemd,7,Finished Load Kernel Module drm.
2/4/2024 14:03,combo,systemd,7,Finished Load/Save Random Seed.
2/4/2024 14:03,combo,systemd,7,Finished Create System Users.
2/4/2024 14:03,combo,systemd,7,Condition check resulted in First Boot Complete being skipped.
2/4/2024 14:03,combo,systemd-modules-load,7,Inserted module 'lp'
2/4/2024 14:03,combo,systemd-modules-load,7,Inserted module 'ppdev'
2/4/2024 14:03,combo,systemd-modules-load,7,Inserted module 'parport_pc'
2/4/2024 14:03,combo,systemd,7,Starting Create Static Device Nodes in /dev...
2/4/2024 14:03,combo,systemd-modules-load,7,Inserted module 'msr'
2/4/2024 14:03,combo,systemd-modules-load,7,Module 'fuse' is built in
2/4/2024 14:03,combo,systemd,7,Finished Flush Journal to Persistent Storage.
2/4/2024 14:03,combo,systemd,7,Finished Create Static Device Nodes in /dev.
2/4/2024 14:03,combo,systemd,7,Starting Rule-based Manager for Device Events and Files...
2/4/2024 14:03,combo,systemd,7,Finished Set the console keyboard layout.
2/4/2024 14:03,combo,systemd,7,Finished Coldplug All udev Devices.
2/4/2024 14:03,combo,systemd,7,Reached target Preparation for Local File Systems.
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for bare, revision 5..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for core20, revision 1974..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for core20, revision 2105..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for core22, revision 1033..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for core22, revision 858..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for firefox, revision 3687..."
2/4/2024 14:03,combo,systemd-modules-load,7,Inserted module 'vmwgfx'
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for firefox, revision 3728..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for gnome-3-38-2004, revision 143..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for gnome-42-2204, revision 120..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for gnome-42-2204, revision 141..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for gtk-common-themes, revision 1535..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for snap-store, revision 959..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for snapd, revision 19457..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for snapd, revision 20671..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for snapd-desktop-integration, revision 83..."
2/4/2024 14:03,combo,systemd,7,"Mounting Mount unit for firefox, revision 2987 via mount-control..."
2/4/2024 14:03,combo,systemd,7,Finished Load Kernel Modules.
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for bare, revision 5."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for core20, revision 1974."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for core20, revision 2105."
2/4/2024 14:03,combo,systemd,7,Started Rule-based Manager for Device Events and Files.
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for core22, revision 1033."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for core22, revision 858."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for firefox, revision 3687."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for firefox, revision 3728."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for gnome-3-38-2004, revision 143."
2/4/2024 14:03,combo,systemd,7,"Mounted Mount unit for gnome-42-2204, revision 120."
